Season_Code,Week_In_Year,Week_Start,Terminal,Airline,Airline_Name,Flight_Category,Aircraft_Family,Weekly_Movements,Peak_Day_Movements,Avg_Load_Factor_Pct,Status,Data_type
S26,20,11-05-26,T1,TK,Turkish Airlines,International Long-Haul,A320,25,4,90%,Arrival,Forecast
S26,20,11-05-26,T1,U2,easyJet,International Short-Haul,A320,71,13,86%,Arrival,Forecast
S26,20,11-05-26,T1,W6,Wizz Air,International Short-Haul,A320,62,10,86%,Arrival,Forecast
S26,20,11-05-26,T2,AA,American Airlines,Transatlantic CBP,B787,38,6,96%,Arrival,Forecast
S26,20,11-05-26,T2,UA,United Airlines,Transatlantic CBP,B787,20,4,91%,Arrival,Forecast
S26,20,11-05-26,T2,DL,Delta Air Lines,Transatlantic CBP,A330,9,2,91%,Arrival,Forecast
S26,20,11-05-26,T2,AC,Air Canada,Transatlantic CBP,B787,9,2,92%,Arrival,Forecast
S26,20,11-05-26,T2,EK,Emirates,International Long-Haul,B777,17,3,87%,Arrival,Forecast
S26,20,11-05-26,T2,EY,Etihad,International Long-Haul,A330,8,2,91%,Arrival,Forecast
S26,20,11-05-26,T1,5X,UPS,Cargo,B767,8,1,nan%,Arrival,Forecast
S26,20,11-05-26,T1,FX,FedEx,Cargo,A320,5,1,nan%,Arrival,Forecast
S26,20,11-05-26,T1,FR,Ryanair,International Short-Haul,B737,1283,214,88%,Departure,Forecast
S26,20,11-05-26,T1,FR,Ryanair,International Short-Haul,A320,84,15,86%,Departure,Forecast
S26,20,11-05-26,T1,FR,Ryanair,Domestic,B737,64,12,77%,Departure,Forecast
S26,20,11-05-26,T2,EI,Aer Lingus,International Short-Haul,A320,422,80,87%,Departure,Forecast
S26,20,11-05-26,T2,EI,Aer Lingus,Transatlantic CBP,A330,145,27,93%,Departure,Forecast
S26,20,11-05-26,T2,EI,Aer Lingus,Transatlantic CBP,B787,79,15,94%,Departure,Forecast
S26,20,11-05-26,T2,EI,Aer Lingus,International Long-Haul,A330,18,3,89%,Departure,Forecast
S26,20,11-05-26,T2,RE,Aer Lingus Regional,Domestic,ATR72,150,26,78%,Departure,Forecast
S26,20,11-05-26,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,94,17,89%,Departure,Forecast
S26,20,11-05-26,T2,BA,British Airways,International Short-Haul,A320,100,17,88%,Departure,Forecast
S26,20,11-05-26,T2,BA,British Airways,International Short-Haul,E-Jet,74,13,90%,Departure,Forecast
S26,20,11-05-26,T1,LH,Lufthansa,International Short-Haul,A320,57,10,89%,Departure,Forecast
S26,20,11-05-26,T1,AF,Air France,International Short-Haul,A320,50,9,90%,Departure,Forecast
S26,20,11-05-26,T1,KL,KLM,International Short-Haul,A320,52,10,88%,Departure,Forecast
S26,20,11-05-26,T1,IB,Iberia,International Short-Haul,A320,32,5,90%,Departure,Forecast
S26,20,11-05-26,T1,VY,Vueling,International Short-Haul,A320,30,5,90%,Departure,Forecast
S26,20,11-05-26,T1,OS,Austrian,International Short-Haul,A320,17,3,89%,Departure,Forecast
S26,20,11-05-26,T1,SK,SAS,International Short-Haul,A320,17,3,88%,Departure,Forecast
S26,20,11-05-26,T1,AY,Finnair,International Short-Haul,A320,13,2,88%,Departure,Forecast
S26,20,11-05-26,T1,TK,Turkish Airlines,International Long-Haul,A320,25,4,90%,Departure,Forecast
S26,20,11-05-26,T1,U2,easyJet,International Short-Haul,A320,71,14,88%,Departure,Forecast
S26,20,11-05-26,T1,W6,Wizz Air,International Short-Haul,A320,60,10,87%,Departure,Forecast
S26,20,11-05-26,T2,AA,American Airlines,Transatlantic CBP,B787,38,7,96%,Departure,Forecast
S26,20,11-05-26,T2,UA,United Airlines,Transatlantic CBP,B787,19,3,92%,Departure,Forecast
S26,20,11-05-26,T2,DL,Delta Air Lines,Transatlantic CBP,A330,9,2,94%,Departure,Forecast
S26,20,11-05-26,T2,AC,Air Canada,Transatlantic CBP,B787,9,1,93%,Departure,Forecast
S26,20,11-05-26,T2,EK,Emirates,International Long-Haul,B777,18,3,90%,Departure,Forecast
S26,20,11-05-26,T2,EY,Etihad,International Long-Haul,A330,8,1,91%,Departure,Forecast
S26,20,11-05-26,T1,5X,UPS,Cargo,B767,7,1,nan%,Departure,Forecast
S26,20,11-05-26,T1,FX,FedEx,Cargo,A320,5,1,nan%,Departure,Forecast
S26,21,18-05-26,T1,FR,Ryanair,International Short-Haul,B737,1262,237,86%,Arrival,Forecast
S26,21,18-05-26,T1,FR,Ryanair,International Short-Haul,A320,88,15,87%,Arrival,Forecast
S26,21,18-05-26,T1,FR,Ryanair,Domestic,B737,67,12,75%,Arrival,Forecast
S26,21,18-05-26,T2,EI,Aer Lingus,International Short-Haul,A320,415,74,89%,Arrival,Forecast
S26,21,18-05-26,T2,EI,Aer Lingus,Transatlantic CBP,A330,158,30,96%,Arrival,Forecast
S26,21,18-05-26,T2,EI,Aer Lingus,Transatlantic CBP,B787,75,14,93%,Arrival,Forecast
S26,21,18-05-26,T2,EI,Aer Lingus,International Long-Haul,A330,17,3,88%,Arrival,Forecast
S26,21,18-05-26,T2,RE,Aer Lingus Regional,Domestic,ATR72,156,27,76%,Arrival,Forecast
S26,21,18-05-26,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,101,19,88%,Arrival,Forecast
S26,21,18-05-26,T2,BA,British Airways,International Short-Haul,A320,101,17,87%,Arrival,Forecast
S26,21,18-05-26,T2,BA,British Airways,International Short-Haul,E-Jet,69,13,87%,Arrival,Forecast
S26,21,18-05-26,T1,LH,Lufthansa,International Short-Haul,A320,59,9,86%,Arrival,Forecast
S26,21,18-05-26,T1,AF,Air France,International Short-Haul,A320,54,8,86%,Arrival,Forecast
S26,21,18-05-26,T1,KL,KLM,International Short-Haul,A320,50,9,88%,Arrival,Forecast
S26,21,18-05-26,T1,IB,Iberia,International Short-Haul,A320,33,5,87%,Arrival,Forecast
S26,21,18-05-26,T1,VY,Vueling,International Short-Haul,A320,32,5,86%,Arrival,Forecast
S26,21,18-05-26,T1,OS,Austrian,International Short-Haul,A320,17,3,88%,Arrival,Forecast
S26,21,18-05-26,T1,SK,SAS,International Short-Haul,A320,18,3,85%,Arrival,Forecast
S26,21,18-05-26,T1,AY,Finnair,International Short-Haul,A320,13,2,87%,Arrival,Forecast
S26,21,18-05-26,T1,TK,Turkish Airlines,International Long-Haul,A320,26,5,89%,Arrival,Forecast
S26,21,18-05-26,T1,U2,easyJet,International Short-Haul,A320,69,12,88%,Arrival,Forecast
S26,21,18-05-26,T1,W6,Wizz Air,International Short-Haul,A320,62,12,88%,Arrival,Forecast
S26,21,18-05-26,T2,AA,American Airlines,Transatlantic CBP,B787,37,7,96%,Arrival,Forecast
S26,21,18-05-26,T2,UA,United Airlines,Transatlantic CBP,B787,19,3,94%,Arrival,Forecast
S26,21,18-05-26,T2,DL,Delta Air Lines,Transatlantic CBP,A330,9,2,96%,Arrival,Forecast
S26,21,18-05-26,T2,AC,Air Canada,Transatlantic CBP,B787,9,2,93%,Arrival,Forecast
S26,21,18-05-26,T2,EK,Emirates,International Long-Haul,B777,18,3,89%,Arrival,Forecast
S26,21,18-05-26,T2,EY,Etihad,International Long-Haul,A330,8,1,90%,Arrival,Forecast
S26,21,18-05-26,T1,5X,UPS,Cargo,B767,8,1,nan%,Arrival,Forecast
S26,21,18-05-26,T1,FX,FedEx,Cargo,A320,5,1,nan%,Arrival,Forecast
S26,21,18-05-26,T1,FR,Ryanair,International Short-Haul,B737,1225,208,88%,Departure,Forecast
S26,21,18-05-26,T1,FR,Ryanair,International Short-Haul,A320,86,15,89%,Departure,Forecast
S26,21,18-05-26,T1,FR,Ryanair,Domestic,B737,66,13,76%,Departure,Forecast
S26,21,18-05-26,T2,EI,Aer Lingus,International Short-Haul,A320,401,69,90%,Departure,Forecast
S26,21,18-05-26,T2,EI,Aer Lingus,Transatlantic CBP,A330,153,28,92%,Departure,Forecast
S26,21,18-05-26,T2,EI,Aer Lingus,Transatlantic CBP,B787,76,13,96%,Departure,Forecast
S26,21,18-05-26,T2,EI,Aer Lingus,International Long-Haul,A330,18,3,91%,Departure,Forecast
S26,21,18-05-26,T2,RE,Aer Lingus Regional,Domestic,ATR72,149,28,77%,Departure,Forecast
S26,21,18-05-26,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,94,17,87%,Departure,Forecast
S26,21,18-05-26,T2,BA,British Airways,International Short-Haul,A320,99,18,89%,Departure,Forecast
S26,21,18-05-26,T2,BA,British Airways,International Short-Haul,E-Jet,70,12,88%,Departure,Forecast
S26,21,18-05-26,T1,LH,Lufthansa,International Short-Haul,A320,59,10,88%,Departure,Forecast
S26,21,18-05-26,T1,AF,Air France,International Short-Haul,A320,56,10,87%,Departure,Forecast
S26,21,18-05-26,T1,KL,KLM,International Short-Haul,A320,50,9,90%,Departure,Forecast
S26,21,18-05-26,T1,IB,Iberia,International Short-Haul,A320,35,6,89%,Departure,Forecast
S26,21,18-05-26,T1,VY,Vueling,International Short-Haul,A320,30,5,87%,Departure,Forecast
S26,21,18-05-26,T1,OS,Austrian,International Short-Haul,A320,18,3,89%,Departure,Forecast
S26,21,18-05-26,T1,SK,SAS,International Short-Haul,A320,18,3,89%,Departure,Forecast
S26,21,18-05-26,T1,AY,Finnair,International Short-Haul,A320,13,2,89%,Departure,Forecast
S26,21,18-05-26,T1,TK,Turkish Airlines,International Long-Haul,A320,26,5,89%,Departure,Forecast
S26,21,18-05-26,T1,U2,easyJet,International Short-Haul,A320,71,13,88%,Departure,Forecast
S26,21,18-05-26,T1,W6,Wizz Air,International Short-Haul,A320,63,12,90%,Departure,Forecast
S26,21,18-05-26,T2,AA,American Airlines,Transatlantic CBP,B787,38,7,93%,Departure,Forecast
S26,21,18-05-26,T2,UA,United Airlines,Transatlantic CBP,B787,20,3,94%,Departure,Forecast
S26,21,18-05-26,T2,DL,Delta Air Lines,Transatlantic CBP,A330,9,2,93%,Departure,Forecast
S26,21,18-05-26,T2,AC,Air Canada,Transatlantic CBP,B787,9,2,94%,Departure,Forecast
S26,21,18-05-26,T2,EK,Emirates,International Long-Haul,B777,17,3,90%,Departure,Forecast
S26,21,18-05-26,T2,EY,Etihad,International Long-Haul,A330,8,1,90%,Departure,Forecast
S26,21,18-05-26,T1,5X,UPS,Cargo,B767,8,1,nan%,Departure,Forecast
S26,21,18-05-26,T1,FX,FedEx,Cargo,A320,5,1,nan%,Departure,Forecast
S26,22,25-05-26,T1,FR,Ryanair,International Short-Haul,B737,1380,252,87%,Arrival,Forecast
S26,22,25-05-26,T1,FR,Ryanair,International Short-Haul,A320,96,18,89%,Arrival,Forecast
S26,22,25-05-26,T1,FR,Ryanair,Domestic,B737,71,13,77%,Arrival,Forecast
S26,22,25-05-26,T2,EI,Aer Lingus,International Short-Haul,A320,437,82,89%,Arrival,Forecast
S26,22,25-05-26,T2,EI,Aer Lingus,Transatlantic CBP,A330,163,29,93%,Arrival,Forecast
S26,22,25-05-26,T2,EI,Aer Lingus,Transatlantic CBP,B787,80,16,97%,Arrival,Forecast
S26,22,25-05-26,T2,EI,Aer Lingus,International Long-Haul,A330,17,3,88%,Arrival,Forecast
S26,22,25-05-26,T2,RE,Aer Lingus Regional,Domestic,ATR72,161,30,75%,Arrival,Forecast
S26,22,25-05-26,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,104,20,89%,Arrival,Forecast
S26,22,25-05-26,T2,BA,British Airways,International Short-Haul,A320,104,19,88%,Arrival,Forecast
S26,22,25-05-26,T2,BA,British Airways,International Short-Haul,E-Jet,74,14,89%,Arrival,Forecast
S26,22,25-05-26,T1,LH,Lufthansa,International Short-Haul,A320,62,12,89%,Arrival,Forecast
S26,22,25-05-26,T1,AF,Air France,International Short-Haul,A320,54,9,86%,Arrival,Forecast
S26,22,25-05-26,T1,KL,KLM,International Short-Haul,A320,54,9,90%,Arrival,Forecast
S26,22,25-05-26,T1,IB,Iberia,International Short-Haul,A320,34,6,89%,Arrival,Forecast
S26,22,25-05-26,T1,VY,Vueling,International Short-Haul,A320,32,5,89%,Arrival,Forecast
S26,22,25-05-26,T1,OS,Austrian,International Short-Haul,A320,19,3,87%,Arrival,Forecast
S26,22,25-05-26,T1,SK,SAS,International Short-Haul,A320,19,3,86%,Arrival,Forecast
S26,22,25-05-26,T1,AY,Finnair,International Short-Haul,A320,15,2,89%,Arrival,Forecast
S26,22,25-05-26,T1,TK,Turkish Airlines,International Long-Haul,A320,26,5,89%,Arrival,Forecast
S26,22,25-05-26,T1,U2,easyJet,International Short-Haul,A320,74,13,87%,Arrival,Forecast
S26,22,25-05-26,T1,W6,Wizz Air,International Short-Haul,A320,66,13,87%,Arrival,Forecast
S26,22,25-05-26,T2,AA,American Airlines,Transatlantic CBP,B787,40,7,96%,Arrival,Forecast
S26,22,25-05-26,T2,UA,United Airlines,Transatlantic CBP,B787,20,3,93%,Arrival,Forecast
S26,22,25-05-26,T2,DL,Delta Air Lines,Transatlantic CBP,A330,10,2,94%,Arrival,Forecast
S26,22,25-05-26,T2,AC,Air Canada,Transatlantic CBP,B787,9,2,92%,Arrival,Forecast
S26,22,25-05-26,T2,EK,Emirates,International Long-Haul,B777,18,3,90%,Arrival,Forecast
S26,22,25-05-26,T2,EY,Etihad,International Long-Haul,A330,8,1,90%,Arrival,Forecast
S26,22,25-05-26,T1,5X,UPS,Cargo,B767,8,1,nan%,Arrival,Forecast
S26,22,25-05-26,T1,FX,FedEx,Cargo,A320,5,1,nan%,Arrival,Forecast
S26,22,25-05-26,T1,FR,Ryanair,International Short-Haul,B737,1320,223,90%,Departure,Forecast
S26,22,25-05-26,T1,FR,Ryanair,International Short-Haul,A320,94,16,89%,Departure,Forecast
S26,22,25-05-26,T1,FR,Ryanair,Domestic,B737,70,14,78%,Departure,Forecast
S26,22,25-05-26,T2,EI,Aer Lingus,International Short-Haul,A320,440,82,89%,Departure,Forecast
S26,22,25-05-26,T2,EI,Aer Lingus,Transatlantic CBP,A330,160,26,93%,Departure,Forecast
S26,22,25-05-26,T2,EI,Aer Lingus,Transatlantic CBP,B787,80,14,93%,Departure,Forecast
S26,22,25-05-26,T2,EI,Aer Lingus,International Long-Haul,A330,18,3,91%,Departure,Forecast
S26,22,25-05-26,T2,RE,Aer Lingus Regional,Domestic,ATR72,158,30,77%,Departure,Forecast
S26,22,25-05-26,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,100,18,90%,Departure,Forecast
S26,22,25-05-26,T2,BA,British Airways,International Short-Haul,A320,109,19,88%,Departure,Forecast
S26,22,25-05-26,T2,BA,British Airways,International Short-Haul,E-Jet,78,14,89%,Departure,Forecast
S26,22,25-05-26,T1,LH,Lufthansa,International Short-Haul,A320,60,9,88%,Departure,Forecast
S26,22,25-05-26,T1,AF,Air France,International Short-Haul,A320,55,10,90%,Departure,Forecast
S26,22,25-05-26,T1,KL,KLM,International Short-Haul,A320,55,10,87%,Departure,Forecast
S26,22,25-05-26,T1,IB,Iberia,International Short-Haul,A320,35,5,90%,Departure,Forecast
S26,22,25-05-26,T1,VY,Vueling,International Short-Haul,A320,34,6,90%,Departure,Forecast
S26,22,25-05-26,T1,OS,Austrian,International Short-Haul,A320,19,3,90%,Departure,Forecast
S26,22,25-05-26,T1,SK,SAS,International Short-Haul,A320,19,3,87%,Departure,Forecast
S26,22,25-05-26,T1,AY,Finnair,International Short-Haul,A320,14,2,89%,Departure,Forecast
S26,22,25-05-26,T1,TK,Turkish Airlines,International Long-Haul,A320,26,5,89%,Departure,Forecast
S26,22,25-05-26,T1,U2,easyJet,International Short-Haul,A320,72,13,91%,Departure,Forecast
S26,22,25-05-26,T1,W6,Wizz Air,International Short-Haul,A320,63,12,90%,Departure,Forecast
S26,22,25-05-26,T2,AA,American Airlines,Transatlantic CBP,B787,41,7,94%,Departure,Forecast
S26,22,25-05-26,T2,UA,United Airlines,Transatlantic CBP,B787,20,4,93%,Departure,Forecast
S26,22,25-05-26,T2,DL,Delta Air Lines,Transatlantic CBP,A330,10,2,94%,Departure,Forecast
S26,22,25-05-26,T2,AC,Air Canada,Transatlantic CBP,B787,10,2,93%,Departure,Forecast
S26,22,25-05-26,T2,EK,Emirates,International Long-Haul,B777,18,3,89%,Departure,Forecast
S26,22,25-05-26,T2,EY,Etihad,International Long-Haul,A330,9,2,92%,Departure,Forecast
S26,22,25-05-26,T1,5X,UPS,Cargo,B767,8,1,nan%,Departure,Forecast
S26,22,25-05-26,T1,FX,FedEx,Cargo,A320,5,1,nan%,Departure,Forecast
S26,23,01-06-26,T1,FR,Ryanair,International Short-Haul,B737,1345,253,88%,Arrival,Forecast
S26,23,01-06-26,T1,FR,Ryanair,International Short-Haul,A320,91,15,87%,Arrival,Forecast
S26,23,01-06-26,T1,FR,Ryanair,Domestic,B737,74,14,77%,Arrival,Forecast
S26,23,01-06-26,T2,EI,Aer Lingus,International Short-Haul,A320,456,81,87%,Arrival,Forecast
S26,23,01-06-26,T2,EI,Aer Lingus,Transatlantic CBP,A330,162,28,92%,Arrival,Forecast
S26,23,01-06-26,T2,EI,Aer Lingus,Transatlantic CBP,B787,80,15,96%,Arrival,Forecast
S26,23,01-06-26,T2,EI,Aer Lingus,International Long-Haul,A330,19,3,91%,Arrival,Forecast
S26,23,01-06-26,T2,RE,Aer Lingus Regional,Domestic,ATR72,162,29,77%,Arrival,Forecast
S26,23,01-06-26,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,104,18,89%,Arrival,Forecast
S26,23,01-06-26,T2,BA,British Airways,International Short-Haul,A320,106,19,88%,Arrival,Forecast
S26,23,01-06-26,T2,BA,British Airways,International Short-Haul,E-Jet,76,14,87%,Arrival,Forecast
S26,23,01-06-26,T1,LH,Lufthansa,International Short-Haul,A320,59,9,89%,Arrival,Forecast
S26,23,01-06-26,T1,AF,Air France,International Short-Haul,A320,56,9,87%,Arrival,Forecast
S26,23,01-06-26,T1,KL,KLM,International Short-Haul,A320,60,10,88%,Arrival,Forecast
S26,23,01-06-26,T1,IB,Iberia,International Short-Haul,A320,37,7,87%,Arrival,Forecast
S26,23,01-06-26,T1,VY,Vueling,International Short-Haul,A320,35,6,88%,Arrival,Forecast
S26,23,01-06-26,T1,OS,Austrian,International Short-Haul,A320,19,3,89%,Arrival,Forecast
S26,23,01-06-26,T1,SK,SAS,International Short-Haul,A320,19,3,89%,Arrival,Forecast
S26,23,01-06-26,T1,AY,Finnair,International Short-Haul,A320,15,2,89%,Arrival,Forecast
S26,23,01-06-26,T1,TK,Turkish Airlines,International Long-Haul,A320,26,5,91%,Arrival,Forecast
S26,23,01-06-26,T1,U2,easyJet,International Short-Haul,A320,81,14,86%,Arrival,Forecast
S26,23,01-06-26,T1,W6,Wizz Air,International Short-Haul,A320,64,10,87%,Arrival,Forecast
S26,23,01-06-26,T2,AA,American Airlines,Transatlantic CBP,B787,44,7,93%,Arrival,Forecast
S26,23,01-06-26,T2,UA,United Airlines,Transatlantic CBP,B787,21,4,96%,Arrival,Forecast
S26,23,01-06-26,T2,DL,Delta Air Lines,Transatlantic CBP,A330,10,2,92%,Arrival,Forecast
S26,23,01-06-26,T2,AC,Air Canada,Transatlantic CBP,B787,10,2,93%,Arrival,Forecast
S26,23,01-06-26,T2,EK,Emirates,International Long-Haul,B777,19,3,90%,Arrival,Forecast
S26,23,01-06-26,T2,EY,Etihad,International Long-Haul,A330,9,1,91%,Arrival,Forecast
S26,23,01-06-26,T1,5X,UPS,Cargo,B767,8,1,nan%,Arrival,Forecast
S26,23,01-06-26,T1,FX,FedEx,Cargo,A320,6,1,nan%,Arrival,Forecast
S26,23,01-06-26,T1,FR,Ryanair,International Short-Haul,B737,1424,267,89%,Departure,Forecast
S26,23,01-06-26,T1,FR,Ryanair,International Short-Haul,A320,93,18,90%,Departure,Forecast
S26,23,01-06-26,T1,FR,Ryanair,Domestic,B737,75,13,76%,Departure,Forecast
S26,23,01-06-26,T2,EI,Aer Lingus,International Short-Haul,A320,442,83,88%,Departure,Forecast
S26,23,01-06-26,T2,EI,Aer Lingus,Transatlantic CBP,A330,158,30,93%,Departure,Forecast
S26,23,01-06-26,T2,EI,Aer Lingus,Transatlantic CBP,B787,85,15,97%,Departure,Forecast
S26,23,01-06-26,T2,EI,Aer Lingus,International Long-Haul,A330,19,3,93%,Departure,Forecast
S26,23,01-06-26,T2,RE,Aer Lingus Regional,Domestic,ATR72,154,25,76%,Departure,Forecast
S26,23,01-06-26,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,109,21,89%,Departure,Forecast
S26,23,01-06-26,T2,BA,British Airways,International Short-Haul,A320,109,19,90%,Departure,Forecast
S26,23,01-06-26,T2,BA,British Airways,International Short-Haul,E-Jet,82,14,89%,Departure,Forecast
S26,23,01-06-26,T1,LH,Lufthansa,International Short-Haul,A320,60,10,89%,Departure,Forecast
S26,23,01-06-26,T1,AF,Air France,International Short-Haul,A320,56,9,88%,Departure,Forecast
S26,23,01-06-26,T1,KL,KLM,International Short-Haul,A320,58,10,87%,Departure,Forecast
S26,23,01-06-26,T1,IB,Iberia,International Short-Haul,A320,37,6,88%,Departure,Forecast
S26,23,01-06-26,T1,VY,Vueling,International Short-Haul,A320,32,6,91%,Departure,Forecast
S26,23,01-06-26,T1,OS,Austrian,International Short-Haul,A320,19,3,88%,Departure,Forecast
S26,23,01-06-26,T1,SK,SAS,International Short-Haul,A320,19,3,88%,Departure,Forecast
S26,23,01-06-26,T1,AY,Finnair,International Short-Haul,A320,15,3,89%,Departure,Forecast
S26,23,01-06-26,T1,TK,Turkish Airlines,International Long-Haul,A320,27,5,89%,Departure,Forecast
S26,23,01-06-26,T1,U2,easyJet,International Short-Haul,A320,75,14,87%,Departure,Forecast
S26,23,01-06-26,T1,W6,Wizz Air,International Short-Haul,A320,67,13,88%,Departure,Forecast
S26,23,01-06-26,T2,AA,American Airlines,Transatlantic CBP,B787,41,7,98%,Departure,Forecast
S26,23,01-06-26,T2,UA,United Airlines,Transatlantic CBP,B787,22,4,93%,Departure,Forecast
S26,23,01-06-26,T2,DL,Delta Air Lines,Transatlantic CBP,A330,10,2,96%,Departure,Forecast
S26,23,01-06-26,T2,AC,Air Canada,Transatlantic CBP,B787,10,2,97%,Departure,Forecast
S26,23,01-06-26,T2,EK,Emirates,International Long-Haul,B777,18,3,91%,Departure,Forecast
S26,23,01-06-26,T2,EY,Etihad,International Long-Haul,A330,9,2,90%,Departure,Forecast
S26,23,01-06-26,T1,5X,UPS,Cargo,B767,8,1,nan%,Departure,Forecast
S26,23,01-06-26,T1,FX,FedEx,Cargo,A320,6,1,nan%,Departure,Forecast
S26,24,08-06-26,T1,FR,Ryanair,International Short-Haul,B737,1437,247,90%,Arrival,Forecast
S26,24,08-06-26,T1,FR,Ryanair,International Short-Haul,A320,106,18,89%,Arrival,Forecast
S26,24,08-06-26,T1,FR,Ryanair,Domestic,B737,72,13,76%,Arrival,Forecast
S26,24,08-06-26,T2,EI,Aer Lingus,International Short-Haul,A320,502,91,88%,Arrival,Forecast
S26,24,08-06-26,T2,EI,Aer Lingus,Transatlantic CBP,A330,167,28,94%,Arrival,Forecast
S26,24,08-06-26,T2,EI,Aer Lingus,Transatlantic CBP,B787,84,16,96%,Arrival,Forecast
S26,24,08-06-26,T2,EI,Aer Lingus,International Long-Haul,A330,20,3,92%,Arrival,Forecast
S26,24,08-06-26,T2,RE,Aer Lingus Regional,Domestic,ATR72,175,29,77%,Arrival,Forecast
S26,24,08-06-26,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,113,19,88%,Arrival,Forecast
S26,24,08-06-26,T2,BA,British Airways,International Short-Haul,A320,113,19,90%,Arrival,Forecast
S26,24,08-06-26,T2,BA,British Airways,International Short-Haul,E-Jet,85,16,88%,Arrival,Forecast
S26,24,08-06-26,T1,LH,Lufthansa,International Short-Haul,A320,65,12,89%,Arrival,Forecast
S26,24,08-06-26,T1,AF,Air France,International Short-Haul,A320,58,10,90%,Arrival,Forecast
S26,24,08-06-26,T1,KL,KLM,International Short-Haul,A320,60,9,90%,Arrival,Forecast
S26,24,08-06-26,T1,IB,Iberia,International Short-Haul,A320,37,6,87%,Arrival,Forecast
S26,24,08-06-26,T1,VY,Vueling,International Short-Haul,A320,35,6,89%,Arrival,Forecast
S26,24,08-06-26,T1,OS,Austrian,International Short-Haul,A320,20,4,90%,Arrival,Forecast
S26,24,08-06-26,T1,SK,SAS,International Short-Haul,A320,21,3,88%,Arrival,Forecast
S26,24,08-06-26,T1,AY,Finnair,International Short-Haul,A320,16,3,87%,Arrival,Forecast
S26,24,08-06-26,T1,TK,Turkish Airlines,International Long-Haul,A320,28,5,92%,Arrival,Forecast
S26,24,08-06-26,T1,U2,easyJet,International Short-Haul,A320,82,15,87%,Arrival,Forecast
S26,24,08-06-26,T1,W6,Wizz Air,International Short-Haul,A320,70,14,88%,Arrival,Forecast
S26,24,08-06-26,T2,AA,American Airlines,Transatlantic CBP,B787,45,8,93%,Arrival,Forecast
S26,24,08-06-26,T2,UA,United Airlines,Transatlantic CBP,B787,22,4,97%,Arrival,Forecast
S26,24,08-06-26,T2,DL,Delta Air Lines,Transatlantic CBP,A330,12,2,97%,Arrival,Forecast
S26,24,08-06-26,T2,AC,Air Canada,Transatlantic CBP,B787,10,2,96%,Arrival,Forecast
S26,24,08-06-26,T2,EK,Emirates,International Long-Haul,B777,19,3,92%,Arrival,Forecast
S26,24,08-06-26,T2,EY,Etihad,International Long-Haul,A330,9,2,92%,Arrival,Forecast
S26,24,08-06-26,T1,5X,UPS,Cargo,B767,8,2,nan%,Arrival,Forecast
S26,24,08-06-26,T1,FX,FedEx,Cargo,A320,6,1,nan%,Arrival,Forecast
S26,24,08-06-26,T1,FR,Ryanair,International Short-Haul,B737,1454,264,89%,Departure,Forecast
S26,24,08-06-26,T1,FR,Ryanair,International Short-Haul,A320,104,19,88%,Departure,Forecast
S26,24,08-06-26,T1,FR,Ryanair,Domestic,B737,72,13,79%,Departure,Forecast
S26,24,08-06-26,T2,EI,Aer Lingus,International Short-Haul,A320,469,89,90%,Departure,Forecast
S26,24,08-06-26,T2,EI,Aer Lingus,Transatlantic CBP,A330,169,28,94%,Departure,Forecast
S26,24,08-06-26,T2,EI,Aer Lingus,Transatlantic CBP,B787,88,15,96%,Departure,Forecast
S26,24,08-06-26,T2,EI,Aer Lingus,International Long-Haul,A330,19,3,90%,Departure,Forecast
S26,24,08-06-26,T2,RE,Aer Lingus Regional,Domestic,ATR72,170,30,78%,Departure,Forecast
S26,24,08-06-26,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,117,20,91%,Departure,Forecast
S26,24,08-06-26,T2,BA,British Airways,International Short-Haul,A320,116,21,90%,Departure,Forecast
S26,24,08-06-26,T2,BA,British Airways,International Short-Haul,E-Jet,81,14,90%,Departure,Forecast
S26,24,08-06-26,T1,LH,Lufthansa,International Short-Haul,A320,66,13,89%,Departure,Forecast
S26,24,08-06-26,T1,AF,Air France,International Short-Haul,A320,63,12,88%,Departure,Forecast
S26,24,08-06-26,T1,KL,KLM,International Short-Haul,A320,60,12,91%,Departure,Forecast
S26,24,08-06-26,T1,IB,Iberia,International Short-Haul,A320,38,7,88%,Departure,Forecast
S26,24,08-06-26,T1,VY,Vueling,International Short-Haul,A320,35,6,91%,Departure,Forecast
S26,24,08-06-26,T1,OS,Austrian,International Short-Haul,A320,21,4,88%,Departure,Forecast
S26,24,08-06-26,T1,SK,SAS,International Short-Haul,A320,21,3,88%,Departure,Forecast
S26,24,08-06-26,T1,AY,Finnair,International Short-Haul,A320,15,2,88%,Departure,Forecast
S26,24,08-06-26,T1,TK,Turkish Airlines,International Long-Haul,A320,28,5,91%,Departure,Forecast
S26,24,08-06-26,T1,U2,easyJet,International Short-Haul,A320,83,15,89%,Departure,Forecast
